observations,mean,std,skewness,kurtosis,jarque_bera_stat,jarque_bera_pvalue,adf_stat,adf_pvalue,adf_critical_1pct,adf_critical_5pct,adf_critical_10pct,min,max,p01,p99
46278.0,1.9359479267623318e-05,0.006362273718778532,-0.20660918909115747,18.955076990423116,491079.1521472282,0.0,-30.2083517283776,0.0,-3.4304914745954354,-2.8616025287531466,-2.566803282006879,-0.09381047804599696,0.11614521215272866,-0.019252113127786432,0.018603125092989004
