degrees_of_freedom,VaR_return,VaR_loss,tail_ratio_to_sigma,is_estimated_setting
4.5,-0.01478191914457289,0.01478191914457289,2.650554008007345,0.0
5.0,-0.014656745538404629,0.014656745538404629,2.6281090602112513,0.0
6.0,-0.014430960921841164,0.014430960921841164,2.587623497103675,0.0
8.0,-0.014109894791145529,0.014109894791145529,2.53005295357495,0.0
12.0,-0.013769689852506354,0.013769689852506354,2.4690506199243143,0.0
20.0,-0.01349555333597655,0.01349555333597655,2.4198950511837007,0.0
